Name,Age,GPA,Sports_Played,Credits_Completed,Major,Year
Cal Taylor,18,1.48,1,30,Criminal Justice,Sophomore
Josh Wilson,16,1.12,3,24,Engineering,Sophomore
Nate Jones,15,3.89,2,3,Early College,Sophomore
Cal Wilson,16,4.37,1,25,Culinary,Freshman
Alice Martinez,17,3.34,2,50,Culinary,Senior
Abby Miller,16,0.32,0,8,Criminal Justice,Junior
Dutch Davis,17,1.8,0,17,Early College,Senior
Sujay Rodriguez,15,3.68,2,58,Engineering,Senior
Abby Jones,14,4.09,3,49,Construction,Junior
Joe Hernandez,19,4.35,3,59,Culinary,Sophomore
Cal Miller,15,2.47,2,53,Engineering,Senior
Cal Garcia,18,4.13,0,48,Criminal Justice,Freshman
Kelsey Hernandez,14,0.97,3,43,Bio Med,Sophomore
Nate Williams,18,0.86,0,58,Computer Science,Freshman
Joe Gonzalez,18,3.1,3,31,Culinary,Junior
Abby Martin,17,3.15,0,19,Business,Senior
Joe Moore,19,0.95,1,37,Marketing,Freshman
Sam Taylor,16,2.45,2,35,Early Childhood Education,Senior
Manny Brown,17,3.89,1,24,Early College,Sophomore
Kelsey Brown,19,2.85,1,25,Marketing,Freshman
Sujay Martin,16,2.56,3,9,Engineering,Junior
Kelsey Davis,15,2.73,0,52,Business,Senior
Avery Thomas,17,3.4,0,28,Computer Science,Senior
Dutch Garcia,15,2.75,1,4,Early College,Sophomore
Sam Martinez,19,3.29,3,36,Criminal Justice,Senior
Alice Wilson,14,4.06,1,31,Criminal Justice,Freshman
Alice Davis,17,1.13,0,14,Engineering,Freshman
Vihaan Williams,15,3.25,2,6,Culinary,Senior
Alice Thomas,17,2.27,2,56,Construction,Sophomore
Josh Davis,15,1.39,1,39,Construction,Sophomore
Sam Anderson,18,1.36,3,46,Bio Med,Senior
Josh Rodriguez,18,2.1,2,27,Business,Sophomore
Vihaan Brown,17,2.11,3,21,Engineering,Senior
Azria Garcia,19,3.78,1,34,Early College,Junior
Alice Jones,16,3.19,0,2,Criminal Justice,Junior
Nate Thomas,18,3.28,0,53,Early College,Freshman
Cal Thomas,16,1.39,0,30,Bio Med,Senior
Avery Brown,18,1.3,0,4,Early Childhood Education,Junior
Josh Williams,15,1.78,1,24,Early Childhood Education,Freshman
Joe Wilson,16,1.64,3,2,Early Childhood Education,Sophomore
Nate Lopez,17,1.63,2,46,Early College,Senior
Gavin Taylor,18,2.64,1,46,Culinary,Senior
Abby Smith,19,1.61,2,45,Engineering,Junior
Emm Miller,16,2.99,0,44,Bio Med,Freshman
Kelsey Gonzalez,18,1.84,3,34,Early Childhood Education,Senior
Sam Thomas,18,3.27,1,43,Early Childhood Education,Sophomore
Vihaan Lopez,16,3.06,1,59,Criminal Justice,Freshman
Dutch Garcia,17,0.46,2,41,Bio Med,Senior
Azria Martin,18,0.95,2,16,Early College,Freshman
Vihaan Gonzalez,19,1.5,1,50,Early Childhood Education,Sophomore
Sam Thomas,16,3.91,3,43,Engineering,Senior
Dutch Jackson,18,3.47,2,17,Criminal Justice,Sophomore
Emm Jackson,18,0.75,1,10,Business,Junior
Manny Jones,14,2.32,1,0,Culinary,Senior
Cal Smith,16,2.54,0,33,Marketing,Junior
Manny Rodriguez,14,1.59,2,40,Early Childhood Education,Junior
Vihaan Jones,18,4.35,0,15,Criminal Justice,Sophomore
Dutch Brown,14,1.58,2,21,Bio Med,Senior
Abby Moore,19,2.65,2,40,Marketing,Junior
Sam Taylor,17,0.8,0,44,Engineering,Senior
Azria Taylor,16,1.22,2,32,Marketing,Sophomore
Dutch Martinez,19,0.83,2,56,Construction,Junior
Azria Gonzalez,15,3.99,3,11,Bio Med,Junior
Vihaan Jones,17,4.19,0,33,Early College,Freshman
Gavin Hernandez,17,0.94,3,27,Business,Senior
Kelsey Anderson,14,4.19,0,20,Engineering,Sophomore
Gavin Anderson,17,1.69,2,45,Criminal Justice,Junior
Dutch Brown,19,3.43,1,35,Criminal Justice,Freshman
Alice Brown,15,1.4,2,44,Bio Med,Sophomore
Cal Johnson,14,3.45,1,28,Construction,Sophomore
Vihaan Miller,14,1.54,3,35,Computer Science,Freshman
Joe Rodriguez,14,0.56,3,59,Marketing,Senior
Sujay Martinez,18,3.02,3,9,Culinary,Freshman
Gavin Davis,14,2.82,2,25,Criminal Justice,Sophomore
Cal Gonzalez,19,1.67,0,20,Early Childhood Education,Sophomore
Manny Lopez,15,2.19,0,15,Engineering,Freshman
Manny Anderson,14,2.54,3,18,Culinary,Freshman
Avery Jackson,18,3.52,3,0,Early Childhood Education,Freshman
Emm Thomas,15,1.09,3,46,Engineering,Freshman
Joe Jones,17,3.66,2,24,Bio Med,Junior
Kelsey Martin,16,0.55,3,15,Computer Science,Sophomore
Avery Moore,14,1.04,2,27,Early Childhood Education,Senior
Alice Jackson,16,1.61,1,10,Criminal Justice,Freshman
Dutch Thomas,15,4.11,2,49,Computer Science,Junior
Sujay Jones,16,0.89,1,25,Early Childhood Education,Junior
Abby Smith,15,0.68,1,0,Bio Med,Junior
Manny Moore,15,2.6,2,39,Engineering,Freshman
Joe Davis,18,0.56,1,52,Construction,Junior
Vihaan Lopez,15,2.44,1,37,Culinary,Sophomore
Dutch Taylor,19,2.45,1,15,Early College,Sophomore
Azria Martinez,19,2.7,0,29,Engineering,Sophomore
Joe Jackson,17,0.98,0,20,Early College,Senior
Azria Gonzalez,19,3.29,3,29,Early College,Freshman
Sujay Garcia,18,1.58,2,59,Criminal Justice,Junior
Avery Smith,17,1.99,2,54,Culinary,Senior
Dutch Lopez,18,4.37,0,38,Early College,Junior
Dutch Anderson,18,0.49,1,43,Engineering,Sophomore
Abby Miller,14,3.64,0,56,Marketing,Freshman
Sam Wilson,15,1.68,2,30,Business,Freshman
Vihaan Jones,17,2.87,3,5,Culinary,Senior
Azria Garcia,19,3.88,2,56,Culinary,Senior
Avery Hernandez,17,3.11,0,17,Bio Med,Senior
Alice Davis,14,0.64,1,39,Computer Science,Junior
Kelsey Miller,15,1.23,1,7,Construction,Freshman
Gavin Williams,16,2.88,3,15,Culinary,Senior
Emm Wilson,19,1.88,2,33,Bio Med,Senior
Manny Davis,19,0.8,1,58,Criminal Justice,Freshman
Gavin Lopez,14,4.37,1,8,Business,Sophomore
Dutch Rodriguez,16,3.73,2,15,Computer Science,Sophomore
Azria Williams,15,3.21,1,37,Criminal Justice,Senior
Sam Martin,18,3.51,2,6,Engineering,Sophomore
Cal Brown,15,4.1,2,28,Criminal Justice,Junior
Vihaan Davis,16,1.19,0,24,Early Childhood Education,Sophomore
Nate Wilson,17,2.64,3,31,Engineering,Sophomore
Emm Jones,19,1.78,1,24,Bio Med,Senior
Vihaan Brown,17,1.44,3,11,Early Childhood Education,Junior
Josh Martinez,17,0.79,0,29,Criminal Justice,Freshman
Azria Garcia,15,0.99,0,25,Business,Sophomore
Kelsey Hernandez,17,3.72,2,59,Business,Senior
Abby Williams,14,1.51,0,39,Marketing,Junior
Abby Gonzalez,16,3.84,3,58,Business,Freshman
Josh Jones,18,2.9,0,35,Business,Senior
Alice Thomas,19,0.41,1,14,Early College,Senior
Azria Anderson,19,3.72,3,13,Marketing,Senior
Cal Moore,15,1.48,2,50,Engineering,Senior
Sam Davis,14,3.88,0,6,Marketing,Sophomore
Gavin Rodriguez,18,3.78,2,2,Early Childhood Education,Senior
Sujay Williams,14,2.69,0,18,Computer Science,Freshman
Abby Hernandez,19,2.66,0,60,Engineering,Sophomore
Nate Martinez,19,3.95,1,16,Early Childhood Education,Freshman
Emm Moore,19,3.85,2,16,Construction,Sophomore
Manny Rodriguez,17,1.66,3,11,Marketing,Senior
Emm Johnson,18,1.79,0,0,Early College,Junior
Avery Jackson,18,1.33,1,37,Engineering,Sophomore
Dutch Jackson,16,0.68,3,14,Computer Science,Junior
Josh Thomas,18,3.81,2,59,Early College,Senior
Avery Miller,19,3.3,3,36,Construction,Sophomore
Josh Brown,19,4.38,1,23,Marketing,Freshman
Joe Moore,16,0.32,2,33,Early Childhood Education,Senior
Vihaan Brown,16,1.64,3,46,Criminal Justice,Junior
Alice Smith,15,1.38,3,21,Culinary,Junior
Sam Johnson,15,2.99,1,48,Business,Junior
Azria Wilson,15,1.28,2,17,Marketing,Junior
Emm Garcia,16,4.23,3,18,Engineering,Senior
Nate Williams,14,1.06,3,57,Construction,Senior
Emm Lopez,18,4.05,2,18,Culinary,Freshman
Sujay Hernandez,17,3.4,0,23,Construction,Senior
Kelsey Martinez,17,3.03,1,15,Early Childhood Education,Freshman
Avery Johnson,14,3.92,0,28,Early Childhood Education,Junior
Dutch Williams,14,4.14,0,25,Marketing,Senior
Sam Smith,15,3.41,3,53,Early Childhood Education,Freshman
Kelsey Taylor,18,1.11,3,4,Early College,Senior
Vihaan Rodriguez,17,3.71,1,35,Computer Science,Senior
Dutch Johnson,14,3.88,2,7,Culinary,Junior
Dutch Jones,15,4.29,3,6,Engineering,Sophomore
Alice Smith,17,4.15,2,15,Marketing,Freshman
Gavin Davis,14,2.66,1,39,Early College,Junior
Kelsey Smith,17,3.8,2,13,Bio Med,Sophomore
Nate Martin,17,0.82,2,20,Bio Med,Junior
Emm Jackson,14,1.32,3,49,Culinary,Junior
Alice Moore,18,4.09,0,60,Construction,Freshman
Josh Wilson,18,1.84,1,57,Criminal Justice,Sophomore
Abby Hernandez,17,1.32,1,56,Criminal Justice,Freshman
Kelsey Taylor,15,2.34,2,0,Bio Med,Junior
Sujay Jones,14,3.41,1,11,Computer Science,Senior
Nate Jackson,17,3.2,3,30,Engineering,Sophomore
Vihaan Jackson,19,1.39,1,45,Marketing,Senior
Josh Brown,15,4.28,1,34,Early College,Freshman
Emm Smith,15,4.22,2,10,Construction,Freshman
Manny Jones,18,3.62,2,41,Business,Sophomore
Cal Jackson,19,1.8,1,40,Early College,Junior
Alice Brown,17,1.83,3,22,Culinary,Freshman
Azria Hernandez,15,3.45,1,40,Culinary,Sophomore
Nate Martinez,17,0.43,3,56,Computer Science,Junior
Avery Thomas,17,1.17,2,58,Culinary,Freshman
Sujay Anderson,19,0.69,1,4,Bio Med,Senior
Avery Rodriguez,15,2.56,3,8,Criminal Justice,Senior
Josh Davis,18,3.21,1,39,Early College,Freshman
Joe Martinez,15,2.3,0,34,Bio Med,Junior
Sam Williams,19,2.25,1,18,Marketing,Senior
Sam Johnson,18,2.92,1,23,Early Childhood Education,Freshman
Kelsey Taylor,16,1.36,2,47,Bio Med,Sophomore
Josh Hernandez,18,0.88,3,54,Engineering,Senior
Kelsey Johnson,18,3.25,0,9,Early College,Freshman
Kelsey Jones,14,3.63,1,36,Criminal Justice,Senior
Emm Garcia,17,3.23,0,19,Culinary,Freshman
Sujay Miller,16,1.71,0,2,Early Childhood Education,Freshman
Kelsey Johnson,15,1.89,1,30,Early Childhood Education,Sophomore
Emm Martinez,17,2.36,3,0,Construction,Senior
Vihaan Martinez,16,2.85,1,43,Marketing,Senior
Sam Wilson,17,3.6,0,18,Engineering,Junior
Sam Martin,14,0.4,0,41,Construction,Junior
Avery Anderson,15,4.25,2,38,Marketing,Sophomore
Abby Brown,14,1.51,2,25,Culinary,Junior
Manny Jackson,18,2.18,3,50,Early Childhood Education,Freshman
Joe Gonzalez,18,1.52,3,4,Construction,Senior
Abby Johnson,15,4.1,2,60,Business,Junior
Abby Williams,17,2.78,1,15,Criminal Justice,Junior
Sam Jackson,18,3.23,1,53,Business,Freshman
Alice Wilson,17,4.4,3,30,Early Childhood Education,Senior
Avery Smith,15,1.05,2,42,Criminal Justice,Senior
Vihaan Jones,19,1.87,0,49,Criminal Justice,Senior
Kelsey Gonzalez,19,1.84,1,0,Construction,Junior
Joe Johnson,14,0.49,2,41,Marketing,Senior
Vihaan Taylor,15,3.37,0,17,Culinary,Senior
Dutch Johnson,19,1.94,1,48,Early Childhood Education,Freshman
Azria Martin,16,2.39,1,60,Marketing,Freshman
Cal Moore,16,4.3,0,51,Computer Science,Junior
Joe Taylor,16,3.92,2,26,Engineering,Sophomore
Joe Johnson,19,0.9,1,34,Bio Med,Freshman
Nate Garcia,16,1.05,0,45,Early Childhood Education,Junior
Abby Williams,17,0.67,3,43,Construction,Senior
Avery Brown,19,1.47,1,34,Criminal Justice,Senior
Joe Taylor,15,1.1,1,19,Early College,Junior
Dutch Hernandez,14,3.93,3,34,Construction,Junior
Alice Wilson,14,1.68,1,15,Early Childhood Education,Freshman
Vihaan Wilson,14,0.55,3,30,Business,Junior
Alice Anderson,14,3.55,3,58,Early Childhood Education,Sophomore
Azria Brown,17,2.32,1,59,Early College,Freshman
Nate Miller,16,3.39,1,24,Construction,Sophomore
Manny Thomas,19,3.86,2,8,Bio Med,Sophomore
Avery Moore,19,2.34,0,32,Early College,Senior
Alice Martin,15,1.79,2,34,Criminal Justice,Senior
Abby Thomas,18,0.96,3,60,Criminal Justice,Freshman
Joe Smith,16,3.78,3,14,Early College,Freshman
Abby Rodriguez,18,1.96,0,27,Early Childhood Education,Junior
Vihaan Martinez,15,2.89,1,49,Computer Science,Senior
Sujay Rodriguez,19,0.31,0,55,Business,Freshman
Vihaan Thomas,14,2.68,1,39,Business,Sophomore
Joe Davis,15,1.02,2,53,Marketing,Freshman
Alice Lopez,19,2.81,1,33,Business,Freshman
Sujay Gonzalez,17,1.88,2,11,Computer Science,Sophomore
Kelsey Taylor,19,4.01,3,15,Marketing,Senior
Nate Thomas,19,3.6,3,38,Early Childhood Education,Sophomore
Vihaan Jackson,15,2.3,0,41,Early College,Junior
Emm Jackson,14,3.77,0,46,Computer Science,Sophomore
Alice Martinez,19,3.27,0,35,Bio Med,Junior
Kelsey Jones,17,1.81,2,51,Construction,Senior
Vihaan Williams,15,0.6,3,31,Bio Med,Sophomore
Gavin Lopez,19,1.41,3,39,Bio Med,Junior
Sujay Moore,19,3.02,0,33,Early College,Freshman
Avery Moore,16,3.04,3,35,Engineering,Sophomore
Manny Martinez,19,0.58,1,35,Early College,Freshman
Sam Martin,14,0.68,0,44,Bio Med,Freshman
Emm Davis,19,1.99,2,42,Bio Med,Freshman
Sam Miller,17,0.44,2,33,Computer Science,Junior
Abby Garcia,14,2.42,0,27,Bio Med,Junior
Kelsey Williams,18,1.56,2,44,Engineering,Senior
Alice Lopez,18,1.8,1,33,Criminal Justice,Sophomore
Kelsey Davis,16,1.82,3,37,Early Childhood Education,Sophomore
Abby Thomas,15,3.06,0,48,Culinary,Senior
Avery Davis,15,3.43,0,12,Engineering,Sophomore
Sam Gonzalez,16,1.64,0,24,Culinary,Junior
Vihaan Williams,14,0.62,0,59,Marketing,Senior
Avery Lopez,15,2.54,2,35,Engineering,Senior
Azria Moore,16,0.43,2,59,Culinary,Sophomore
Joe Johnson,17,1.12,0,8,Marketing,Sophomore
Joe Davis,18,1.2,0,10,Criminal Justice,Sophomore
Alice Martinez,19,3.88,1,51,Construction,Junior
Cal Jackson,17,1.88,0,43,Computer Science,Sophomore
Emm Anderson,17,1.94,1,5,Bio Med,Senior
Joe Smith,14,2.53,2,19,Culinary,Freshman
Manny Thomas,18,2.13,3,2,Business,Sophomore
Alice Martin,17,2.22,2,33,Engineering,Junior
Abby Rodriguez,18,2.3,1,10,Culinary,Freshman
Manny Lopez,17,1.77,3,37,Early Childhood Education,Senior
Emm Miller,18,0.6,2,51,Culinary,Freshman
Azria Lopez,19,0.41,1,49,Engineering,Freshman
Manny Jones,19,2.21,2,51,Criminal Justice,Junior
Sam Miller,15,2.2,1,60,Marketing,Freshman
Azria Hernandez,17,2.65,3,37,Construction,Freshman
Dutch Williams,17,3.72,3,19,Computer Science,Senior
Emm Thomas,15,3.63,3,28,Marketing,Freshman
Josh Martin,17,2.05,0,25,Early Childhood Education,Senior
Abby Thomas,16,4.0,2,49,Construction,Freshman
Vihaan Anderson,19,3.77,3,22,Early Childhood Education,Sophomore
Sujay Anderson,16,3.49,0,47,Bio Med,Senior
Avery Davis,16,3.78,0,44,Marketing,Freshman
Nate Brown,14,3.62,2,51,Early Childhood Education,Sophomore
Manny Jackson,18,4.21,2,3,Engineering,Sophomore
Azria Gonzalez,19,1.71,3,25,Criminal Justice,Freshman
Emm Martinez,16,1.52,3,53,Business,Sophomore
Vihaan Jones,15,2.45,2,52,Construction,Junior
Vihaan Hernandez,14,0.91,3,59,Culinary,Junior
Nate Johnson,16,0.48,2,2,Construction,Freshman
Emm Martin,16,1.23,1,45,Early Childhood Education,Senior
Abby Anderson,17,1.44,2,19,Culinary,Sophomore
Sam Martinez,19,0.49,1,40,Computer Science,Junior
Gavin Smith,15,1.45,2,52,Bio Med,Junior
Azria Brown,17,3.4,1,4,Early Childhood Education,Freshman
Gavin Martin,19,4.29,0,54,Computer Science,Senior
Vihaan Miller,16,0.48,2,47,Criminal Justice,Freshman
Nate Miller,15,0.7,3,17,Business,Junior
Kelsey Wilson,15,4.36,1,28,Business,Freshman
Abby Thomas,16,4.32,0,45,Bio Med,Junior
Dutch Moore,15,0.57,2,0,Early College,Junior
Nate Jackson,14,3.75,1,26,Engineering,Sophomore
Nate Miller,17,2.34,3,0,Construction,Sophomore
Sam Jones,19,3.44,0,21,Marketing,Sophomore
Cal Martin,19,1.19,1,6,Construction,Junior
Azria Gonzalez,16,3.87,1,9,Bio Med,Freshman
Josh Johnson,19,0.76,2,0,Early College,Sophomore
Josh Miller,14,0.96,2,59,Computer Science,Sophomore
Cal Moore,16,1.6,0,9,Early College,Freshman
Kelsey Johnson,17,2.45,0,45,Bio Med,Freshman
Abby Lopez,14,2.56,2,58,Criminal Justice,Junior
Vihaan Miller,18,3.8,3,44,Bio Med,Freshman
Nate Taylor,14,3.16,3,47,Marketing,Junior
Vihaan Taylor,18,4.19,2,49,Engineering,Freshman
Sujay Williams,16,1.84,2,31,Construction,Senior
Sam Garcia,16,3.7,0,15,Business,Junior
Abby Johnson,18,2.23,1,6,Construction,Senior
Dutch Miller,19,1.92,3,58,Construction,Sophomore
Josh Davis,14,3.42,1,20,Engineering,Freshman
Manny Lopez,16,3.26,2,43,Computer Science,Senior
Vihaan Wilson,18,3.64,0,59,Marketing,Senior
Joe Smith,18,2.23,2,48,Marketing,Freshman
Kelsey Jackson,15,3.09,1,43,Early College,Junior
Joe Smith,16,3.13,0,20,Early College,Freshman
Emm Taylor,19,2.97,0,1,Bio Med,Freshman
Avery Miller,15,2.37,1,19,Early College,Sophomore
Gavin Taylor,17,3.34,2,55,Early College,Junior
Gavin Martin,16,0.42,1,26,Bio Med,Sophomore
Gavin Davis,19,1.59,0,18,Early Childhood Education,Junior
Sam Brown,16,0.64,1,15,Early Childhood Education,Sophomore
Vihaan Gonzalez,14,3.06,0,46,Bio Med,Senior
Manny Lopez,14,4.08,0,22,Early College,Sophomore
Avery Martin,16,0.68,3,44,Criminal Justice,Senior
Manny Martin,14,1.85,0,57,Computer Science,Sophomore
Kelsey Gonzalez,18,1.86,2,53,Criminal Justice,Junior
Joe Gonzalez,14,3.48,0,26,Bio Med,Senior
Manny Taylor,17,0.6,1,7,Culinary,Junior
Gavin Williams,16,2.36,3,21,Early College,Junior
Avery Garcia,14,2.02,2,52,Culinary,Freshman
Sujay Anderson,15,1.12,0,45,Construction,Freshman
Nate Hernandez,16,1.35,1,8,Criminal Justice,Sophomore
Joe Moore,18,1.77,2,14,Culinary,Junior
Alice Garcia,15,2.34,2,10,Early Childhood Education,Junior
Alice Brown,19,1.12,2,10,Criminal Justice,Senior
Avery Garcia,18,1.7,2,52,Computer Science,Freshman
Abby Martin,19,2.77,0,60,Bio Med,Freshman
Emm Martin,16,2.45,1,33,Business,Junior
Josh Gonzalez,16,0.69,3,41,Marketing,Junior
Vihaan Martin,16,3.52,2,21,Business,Freshman
Joe Williams,18,2.15,2,32,Bio Med,Junior
Abby Jones,18,4.08,1,45,Criminal Justice,Freshman
Joe Garcia,19,2.3,3,22,Computer Science,Sophomore
Nate Garcia,18,2.13,1,0,Early College,Senior
Cal Miller,17,0.52,3,24,Computer Science,Senior
Sam Brown,16,4.11,1,0,Early Childhood Education,Freshman
Dutch Brown,15,1.37,1,53,Early Childhood Education,Junior
Joe Johnson,18,0.77,1,52,Early Childhood Education,Freshman
Josh Garcia,15,0.3,3,49,Early College,Sophomore
Kelsey Miller,16,3.62,3,35,Marketing,Senior
Sam Martinez,19,1.41,0,57,Bio Med,Sophomore
Manny Taylor,18,2.41,0,40,Bio Med,Sophomore
Emm Smith,15,0.45,0,47,Engineering,Senior
Vihaan Smith,17,1.15,1,46,Early College,Junior
Nate Wilson,18,0.82,1,52,Bio Med,Freshman
Gavin Lopez,15,1.37,0,32,Engineering,Sophomore
Alice Williams,18,0.49,3,37,Computer Science,Junior
Abby Rodriguez,14,3.46,3,30,Bio Med,Sophomore
Sujay Gonzalez,19,1.59,3,18,Bio Med,Senior
Nate Wilson,17,1.27,3,16,Early College,Freshman
Avery Johnson,14,3.6,1,33,Early College,Junior
Joe Rodriguez,14,4.22,1,2,Culinary,Senior
Avery Anderson,14,4.02,2,30,Criminal Justice,Freshman
Alice Martinez,15,2.88,0,22,Criminal Justice,Senior
Dutch Williams,18,1.82,2,44,Culinary,Senior
Sam Taylor,16,0.88,0,24,Early College,Freshman
Avery Lopez,17,1.23,2,24,Culinary,Sophomore
Emm Garcia,16,1.33,2,19,Early College,Sophomore
Alice Anderson,15,4.23,1,32,Early College,Senior
Joe Johnson,17,3.21,2,38,Engineering,Sophomore
Sujay Jones,14,0.52,1,41,Marketing,Junior
Manny Moore,16,4.14,0,34,Business,Sophomore
Azria Brown,18,2.98,1,56,Marketing,Junior
Abby Gonzalez,14,1.89,1,17,Criminal Justice,Senior
Dutch Jackson,17,2.24,1,15,Engineering,Junior
Josh Garcia,16,2.94,3,53,Computer Science,Junior
Manny Hernandez,17,2.16,1,17,Early Childhood Education,Junior
Cal Jackson,15,4.26,2,31,Bio Med,Sophomore
Josh Rodriguez,19,0.47,0,52,Criminal Justice,Freshman
Emm Martin,19,2.85,1,51,Construction,Sophomore
Kelsey Brown,16,2.81,2,29,Culinary,Junior
Emm Anderson,19,2.43,1,53,Marketing,Junior
Sam Wilson,14,0.9,0,47,Bio Med,Junior
Nate Anderson,18,0.31,2,60,Business,Sophomore
Abby Martinez,15,4.04,2,56,Criminal Justice,Freshman
Emm Williams,15,0.48,2,21,Marketing,Senior
Kelsey Lopez,17,2.18,3,19,Early College,Freshman
Cal Gonzalez,19,1.81,1,49,Business,Senior
Manny Martin,16,1.84,3,56,Culinary,Junior
Azria Hernandez,17,3.2,3,14,Engineering,Senior
Azria Gonzalez,19,3.0,1,28,Business,Junior
Dutch Hernandez,14,3.0,0,60,Culinary,Freshman
Alice Anderson,14,0.88,0,55,Bio Med,Senior
Kelsey Johnson,17,2.93,0,10,Early Childhood Education,Freshman
Sujay Jackson,17,1.64,0,22,Computer Science,Sophomore
Josh Rodriguez,17,0.53,2,13,Bio Med,Junior
Abby Taylor,18,4.23,0,3,Culinary,Sophomore
Sujay Davis,18,2.06,2,31,Engineering,Junior
Nate Gonzalez,15,2.96,3,50,Marketing,Freshman
Nate Garcia,17,1.06,0,42,Bio Med,Sophomore
Dutch Miller,17,0.78,1,33,Construction,Sophomore
Gavin Brown,17,2.17,3,57,Early Childhood Education,Sophomore
Manny Jackson,15,3.42,3,33,Criminal Justice,Sophomore
Alice Williams,17,2.56,1,54,Early College,Junior
Cal Martin,19,1.84,1,60,Computer Science,Sophomore
Dutch Miller,15,3.8,0,2,Construction,Senior
Emm Jackson,14,1.78,2,18,Early Childhood Education,Junior
Sam Moore,16,0.62,1,53,Business,Senior
Sujay Hernandez,18,1.53,2,36,Bio Med,Sophomore
Sam Hernandez,18,0.98,1,41,Computer Science,Junior
Manny Martin,14,3.84,3,22,Construction,Senior
Nate Gonzalez,14,4.36,0,25,Culinary,Junior
Gavin Anderson,19,0.95,2,36,Early College,Freshman
Sujay Taylor,19,3.15,2,22,Business,Senior
Josh Thomas,16,2.73,1,18,Engineering,Sophomore
Josh Gonzalez,15,1.23,1,12,Engineering,Sophomore
Josh Gonzalez,16,1.53,2,10,Bio Med,Freshman
Kelsey Anderson,16,3.72,2,3,Marketing,Senior
Kelsey Johnson,16,3.26,1,54,Business,Freshman
Manny Martinez,19,1.5,1,4,Early Childhood Education,Sophomore
Vihaan Martin,17,3.95,1,53,Bio Med,Sophomore
Manny Brown,16,2.71,0,12,Bio Med,Senior
Azria Jones,17,2.43,1,53,Business,Freshman
Manny Davis,14,3.59,1,47,Construction,Senior
Vihaan Thomas,17,4.28,3,15,Computer Science,Sophomore
Josh Jones,14,3.97,2,54,Engineering,Freshman
Abby Martinez,17,3.05,1,59,Computer Science,Senior
Manny Hernandez,14,3.85,2,10,Early Childhood Education,Senior
Sam Williams,16,3.53,0,39,Marketing,Junior
Vihaan Davis,15,2.58,0,34,Marketing,Junior
Cal Smith,17,3.53,0,2,Early Childhood Education,Freshman
Dutch Smith,18,3.0,1,12,Construction,Freshman
Sam Brown,17,2.43,2,38,Construction,Senior
Azria Wilson,19,4.22,3,8,Business,Senior
Kelsey Jackson,15,0.62,0,21,Early Childhood Education,Sophomore
Emm Jones,19,0.63,3,56,Early Childhood Education,Sophomore
Abby Garcia,15,2.4,2,23,Marketing,Senior
Azria Hernandez,14,4.4,1,35,Criminal Justice,Freshman
Sujay Martin,16,3.54,2,17,Bio Med,Sophomore
Alice Moore,17,4.11,1,10,Marketing,Sophomore
Emm Williams,14,3.84,0,23,Early College,Junior
Azria Martinez,15,1.06,2,29,Early College,Junior
Josh Brown,19,2.81,1,38,Computer Science,Freshman
Emm Rodriguez,14,2.83,0,13,Marketing,Senior
Vihaan Garcia,14,0.92,0,51,Computer Science,Freshman
Manny Jones,16,3.19,0,60,Business,Junior
Cal Martinez,15,1.97,0,23,Engineering,Freshman
Emm Johnson,17,0.83,0,6,Construction,Freshman
Emm Thomas,17,1.62,1,22,Computer Science,Junior
Alice Johnson,18,4.14,2,39,Marketing,Sophomore
Nate Brown,14,2.42,0,40,Culinary,Freshman
Alice Jackson,17,2.44,0,50,Computer Science,Senior
Sam Rodriguez,16,1.91,1,18,Early Childhood Education,Sophomore
Vihaan Thomas,19,0.47,3,52,Engineering,Senior
Kelsey Hernandez,15,1.12,2,18,Criminal Justice,Junior
Avery Jackson,14,0.89,1,17,Criminal Justice,Junior
